"字詞名","輕鬆輸入法編碼","分析可能的輕鬆輸入法編碼","查無對映的輕鬆輸入法編碼"
"受苦",",xtr","",""
"受困",",xwd","",""
"受害",",x7r","",""
"受寒",",x7y","",""
"受惠",",xjp","",""
"受賄",",x5b","",""
"受戒",",xit","",""
"受戒",",xmi","",""
"受教",",xgx","",""
"受教",",xxx","",""
"受獎",",x'k","",""
"受獎",",x1k","",""
"受精",",xtb","",""
"受氣",",x,'","",""
"受氣",",x,d","",""
"受氣包",",,,","",""
"受屈",",xsu","",""
"受洗",",xe-","",""
"受限",",x9[","",""
"受刑",",xmb","",""
"受訓",",x41","",""
"受制",",x,b","",""
"受潮",",xeb","",""
"受寵",",x7'","",""
"受寵若驚",",7tt","",""
"受審",",x7w","",""
"受傷",",xon","",""
"受人之託，忠人之事",",oy4","",""
"受人矚目",",owa","",""
"受人矚目",",oww","",""
"受辱",",x`;","",""
"受阻",",x9m","",""
"受罪",",xwm","",""
"受挫",",xqg","",""
"受損",",xq5","",""
"受益",",xtm","",""
"受益人",",to","",""
"受業",",xtd","",""
"受邀",",xzx","",""
"受委屈",",,s","",""
"受孕",",x.b","",""
"受用",",xb1","",""
"受用",",xbj","",""
"授","qx","",""
"授命","qxo9","",""
"授田","qxw","",""
"授徒","qx,o","",""
"授課","qx4d","",""
"授旗","qxy8","",""
"授權","qxd0","",""
"授受","qx,x","",""
"授意","qxyp","",""
"授藝","qxt/","",""
"授業","qxtd","",""
"授予","qx.b","",""
"授與","qx,8","",""
"綬","3x","",""
"狩",",;","",""
"狩獵",",;,'","",""
"售","0r","",""
"售票","0rmy","",""
"售票亭","0my","",""
"售貨","0ro5","",""
"售價","0ro5","",""
"售罄","0rgu","",""
"壽","g;","",""
"壽比南山","g'ju","",""
"壽比南山","g1ju","",""
"壽麵","g;jw","",""
"壽麵","g;kw","",""
"壽命","g;o9","",""
"壽誕","g;4'","",""
"壽誕","g;4m","",""
"壽誕","g;4z","",""
"壽桃","g;d'","",""
"壽桃","g;d-","",""
"壽堂","g;tg","",""
"壽考","g;gn","",""
"壽險","g;9o","",""
"壽星","g;ag","",""
"壽終正寢","g3m7","",""
"壽辰","g;`[","",""
"壽司","g;mn","",""
"壽司","g;nr","",""
"壽衣","g;y[","",""
"瘦","yx","",""
"瘦","`x","",""
"瘦皮猴","y.,","",""
"瘦皮猴","y`,","",""
"瘦皮猴","`.,","",""
"瘦皮猴","``,","",""
"瘦骨嶙峋","y7ug","",""
"瘦骨嶙峋","y7uu","",""
"瘦骨嶙峋","`7ug","",""
"瘦骨嶙峋","`7uu","",""
"瘦瘠","yxyb","",""
"瘦瘠","yx`b","",""
"瘦瘠","`xyb","",""
"瘦瘠","`x`b","",""
"瘦小","yx,y","",""
"瘦小","yxby","",""
"瘦小","`x,y","",""
"瘦小","`xby","",""
"瘦削","yxtb","",""
"瘦削","`xtb","",""
"瘦長","yxm[","",""
"瘦長","`xm[","",""
"瘦弱","yxnn","",""
"瘦弱","`xnn","",""
"瘦子","yx.b","",""
"瘦子","`x.b","",""
"獸","rk","",""
"獸性","rkpg","",""
"獸醫","rk[w","",""
"山","u","",""
"山崩地裂","uugm","",""
"山坡","ugx","",""
"山脈","ub[","",""
"山門","ua","",""
"山明水秀","uae,","",""
"山峰","uuj","",""
"山地","ug'","",""
"山巔","uu5","",""
"山頂","um5","",""
"山洞","ueb","",""
"山頭","um5","",""
"山難","uut0","",""
"山老鼠","ug,","",""
"山嵐","uu'","",""
"山嵐","uu-","",""
"山林","udd","",""
"山嶺","uu5","",""
"山麓","ud'","",""
"山巒","u3u","",""
"山歌","umo","",""
"山高水長","uyem","",""
"山溝","ueb","",""
"山崗","uub","",""
"山谷","u8r","",""
"山光水色","ute,","",""
"山河","ueb","",""
"山洪","ue8","",""
"山脊","uob","",""
"山脊","uyb","",""
"山腳","ub9","",""
"山澗","uea","",""
"山徑","u,m","",""
"山居","usr","",""
"山丘","u,m","",""
"山區","u[r","",""
"山窮水盡","u7e1","",""
"山窮水盡","u7e]","",""
"山寨","u7d","",""
"山珍海味","umer","",""
"山莊","utg","",""
"山茶","utd","",""
"山城","ugi","",""
"山川","u,1","",""
"山重水複","u,ey","",""
"山勢","ugn","",""
"山水","ue","",""
"山水畫","ue1","",""
"山水畫","ue]","",""
"山人","uo","",""
"山人自有妙計","uo,j","",""
"山村","uu;h","",""
"山村","uud;","",""
"山隘","u9m","",""
"山坳","ugn","",""
"山野","uwb","",""
"山崖","uug","",""
"山腰","ubv","",""
"山搖地動","uqg,","",""
"山友","uujx","",""
"山羊","utj","",""
"山雨欲來","u68d","",""
"山雨欲來","u68j","",""
"山雨欲來","u68m","",""
"山岳","u,u","",""
"山嶽","uuk","",""
"舢",",u","",""
"舢舨",",u","",""
"舢舨",",u,x","",""
"杉","d,","",""
"杉木","d,d","",""
"衫","y,","",""
"刪","bb","",""
"刪改","bb]x","",""
"刪節號","bhr","",""
"刪減","bbei","",""
"刪除","bb9d","",""
"姍","vb","",""
"姍姍","vbvb","",""
"姍姍來遲","vvdz","",""
"姍姍來遲","vvjz","",""
"姍姍來遲","vvmz","",""
"珊","mb","",""
"珊瑚","mbmb","",""
"珊瑚礁","mmm","",""
"珊瑚蟲","mml","",""
"跚","rb","",""
"苫","trx","",""
"扇","sn","",""
"搧","qn","",""
"搧","qnx","",""
"搧風","qn,'","",""
"搧風","qn-'","",""
"搧風","qn-l","",""
"煽","fn","",""
"煽動","fn,n","",""
"煽惑","fnip","",""
"煽情","fnpb","",""
"潸","eb","",""
"潸然淚下","e,em","",""
"羶","tm","",""
"閃","ao","",""
"閃避","aozj","",""
"閃電","ao6'","",""
"閃躲","ao,d","",""
"閃動","ao,n","",""
"閃亮","aoy-","",""
"閃光","aot-","",""
"閃光燈","atf","",""
"閃開","aoat","",""
"閃失","ao,k","",""
"閃閃","aoao","",""
"閃閃發光","aa.t","",""
"閃閃爍爍","aaff","",""
"閃身","ao,b","",""
"閃爍","aofd","",""
"閃耀","aot0","",""
"陝","9k","",""
"汕","eu","",""
"汕頭","eu","",""
"汕頭","eum5","",""
"疝","yu","",""
"疝","`u","",""
"疝氣","yu","",""
"疝氣","yu,'","",""
"疝氣","yu,d","",""
"疝氣","`u","",""
"疝氣","`u,'","",""
"疝氣","`u,d","",""
"訕","4u","",""
"訕笑","4uhk","",""
"扇","sn","",""
"扇形","snm,","",""
"扇子","sn.b","",""
"善","tr","",""
"善罷干休","twmo","",""
"善罷甘休","twto","",""
"善本","trdm","",""
"善變","tr3x","",""
"善待","tr,;","",""
"善男信女","twov","",""
"善良","try[","",""
"善後","tr,x","",""
"善解人意","t,oy","",""
"善舉","tr,j","",""
"善心","trp","",""
"善心人士","tpog","",""
"善終","tr3y","",""
"善士","trg","",""
"善事","trjb","",""
"善書","tr]a","",""
"善人","tro","",""
"善哉","trgi","",""
"善哉","trji","",""
"善意","tryp","",""
"善緣","tr3.","",""
"善用","trb1","",""
"善用","trbj","",""
"鄯","t9x","",""
"鄯善","txtr","",""
"膳","br","",""
"膳房","brsn","",""
"膳食","bro[","",""
"膳宿","br7a","",""
"繕","3r","",""
"繕寫","3r7n","",""
"鱔",",r","",""
"鱔魚",",r,f","",""
"單","rj","",""
"單縣","rjwh","",""
"單縣","rj'3","",""
"單縣","rj13","",""
"單縣","rj73","",""
"單縣","rjw3","",""
"撣","qjx","",""
"撣人","qxoo","",""
"禪","yj","",""
"禪讓","yj4[","",""
"擅","qm","",""
"擅變","qm3x","",""
"擅離職守","qy97","",""
"擅改","qm]x","",""
"擅長","qmm[","",""
"擅自","qm,w","",""
"擅自作主","q,oy","",""
"擅作主張","qoyn","",""
"擅用","qmb1","",""
"擅用","qmbj","",""
"嬗","vmx","",""
"嬗遞","vxz-","",""
"贍","54","",""
"贍養","54t[","",""
"申","11","",""
"申","a1","",""
"申報","11gx","",""
"申報","a1gx","",""
"申辯","11yj","",""
"申辯","a1yj","",""
"申論","114b","",""
"申論","a14b","",""
"申告","11,r","",""
"申告","a1,r","",""
"申誡","114i","",""
"申誡","a14i","",""
"申請","114b","",""
"申請","a14b","",""
"申訴","114y","",""
"申訴","a14y","",""
"申冤","117-","",""
"申冤","117y","",""
"申冤","a17-","",""
"申冤","a17y","",""
"伸","o1","",""
"伸腿","o1bz","",""
"伸腿","o1b[","",""
"伸懶腰","opb","",""
"伸開","o1at","",""
"伸展","o1s[","",""
"伸張正義","onmt","",""
"伸長","o1m[","",""
"伸出","o1uu","",""
"伸出援手","ouqq","",""
"伸手","o1q","",""
"伸手不見五指","oqmw","",""
"伸縮","o13a","",""
"伸縮縫","o33","",""
"伸冤","o17-","",""
"伸冤","o17y","",""
"呻","r1","",""
"呻吟","r1","",""
"呻吟","r1r.","",""
"砷","m1","",""
"紳","31","",""
"紳士","31g","",""
"身",",b","",""
"身敗名裂",",5,m","",""
"身不由己",",m1]","",""
"身法",",be/","",""
"身分",",b8n","",""
"身分證",",84","",""
"身段",",b,x","",""
"身體",",b7t","",""
"身體力行",",7j,","",""
"身體力行",",7m,","",""
"身體力行",",7n,","",""
"身歷聲",",`g","",""
"身臨其境",",[tg","",""
"身高",",byb","",""
"身故",",bjx","",""
"身後",",b,x","",""
"身懷六甲",",pya","",""
"身懷六甲",",pyw","",""
"身懷絕技",",p3q","",""
"身家",",b7.","",""
"身價",",bo5","",""
"身價非凡",",o,,","",""
"身價非凡",",o,-","",""
"身價非凡",",o1,","",""
"身價非凡",",o1-","",""
"身教",",bgx","",""
"身教",",bxx","",""
"身輕如燕",",2vt","",""
"身軀",",b,[","",""
"身心",",bp","",""
"身心障礙",",p9m","",""
"身長",",bm[","",""
"身世",",b't","",""
"身世",",bm'","",""
"身世",",bt'","",""
"身手",",bq","",""
"身手不凡",",qm,","",""
"身手不凡",",qm-","",""
"身受",",b,x","",""
"身子",",b.b","",""
"身材",",bdb","",""
"身無分文",",,8y","",""
"身外之物",",,y,","",""
"身亡",",by'","",""
"身孕",",b.b","",""
"娠","v[","",""
"深","ed","",""
"深不可測","emme","",""
"深怕","edpa","",""
"深謀遠慮","e4zy","",""
"深謀遠慮","e4z`","",""
"深明大義","eakt","",""
"深度","ed`x","",""
"深更半夜","emty","",""
"深耕","edjt","",""
"深耕易耨","ejaj","",""
"深閨","edag","",""
"深刻","edyb","",""
"深厚","ed`b","",""
"深呼吸","err","",""
"深化","edo'","",""
"深交","edyx","",""
"深究","ed7'","",""
"深居簡出","eshu","",""
"深切","edgn","",""
"深切","edjn","",""
"深切","edmn","",""
"深秋","ed,f","",""
"深淺","edei","",""
"深情","edpb","",""
"深信","edo4","",""
"深宅大院","e7k9","",""
"深湛","ede'","",""
"深湛","ede[","",""
"深重","ed,g","",""
"深仇大恨","eokp","",""
"深沉","ede'","",""
"深沉","ede-","",""
"深長","edm[","",""
"深山","edu","",""
"深入","edo","",""
"深入堂奧","eot,","",""
"深入淺出","eoeu","",""
"深造","edzr","",""
"深藏","edti","",""
"深藏不露","etm6","",""
"深思","edwp","",""
"深思熟慮","ewyy","",""
"深思熟慮","ewy`","",""
"深邃","edz.","",""
"深奧","ed,k","",""
"深意","edyp","",""
"深夜","edy.","",""
"深夜","edyx","",""
"深惡痛絕","emy3","",""
"深惡痛絕","em`3","",""
"深淵","ede1","",""
"深遠","edz[","",""
"莘","tj","",""
"莘莘學子","tt,.","",""
"參","37","",""
"參","/,","",""
"蔘","t,","",""
"蔘","t,x","",""
"燊","fd","",""
"燊","fdx","",""
"什","oj","",""
"什麼","oj`3","",""
"甚","t'","",""
"甚麼","t'`3","",""
"神","y1","",""
"神不知鬼不覺","ym,,","",""
"神不守舍","ym7o","",""
"神祕","y1yp","",""
"神妙","y1v,","",""
"神廟","y1`b","",""
"神明","y1ab","",""
"神木","y1d","",""
"神父","y18x","",""
"神態","y1/p","",""
"神壇","y1gm","",""
"神通","y1zb","",""
"神童","y1yg","",""
"神農氏","y1,","",""
"神農氏","y1,?","",""
"神農氏","yw,","",""
"神女","y1v","",""
"神來之筆","ydyh","",""
"神來之筆","yjyh","",""
"神來之筆","ymyh","",""
"神力","y1jn","",""
"神力","y1mn","",""
"神靈","y16m","",""
"神怪","y1pg","",""
"神功","y1mn","",""
"神龕","y1o'","",""
"神話","y14r","",""
"神魂顛倒","ymjo","",""
"神機妙算","ydvh","",""
"神交","y1yx","",""
"神轎","y12b","",""
"神經","y13m","",""
"神經過敏","y3z,","",""
"神經中樞","y3ld","",""
"神經衰弱","y3yn","",""
"神奇","y1kb","",""
"神祇","y1yi","",""
"神氣","y1,'","",""
"神氣","y1,d","",""
"神槍手","ydq","",""
"神情","y1pb","",""
"神效","y1yx","",""
"神仙","y1ou","",""
"神像","y1o.","",""
"神學","y1,b","",""
"神職","y19i","",""
"神智","y1,a","",""
"神智不清","y,me","",""
"神州","y1,1","",""
"神州","y1m1","",""
"神州","y1y1","",""
"神差鬼使","yt,o","",""
"神出鬼沒","yu,e","",""
"神聖","y19g","",""
"神荼鬱壘","ytdw","",""
"神采","y1,d","",""
"神采飛揚","y,mq","",""
"神采奕奕","y,yy","",""
"神似","y1oo","",""
"神色","y1,'","",""
"神色自若","y,,t","",""
"神速","y1zd","",""
"神算","y1ht","",""
"神案","y17d","",""
"神醫","y1[w","",""
"神遊","y1zb","",""
"神遊太虛","yzky","",""
"神遊太虛","yzk`","",""
"神位","y1ot","",""
"神往","y1,g","",""
"神韻","y1y5","",""
"神勇","y1.n","",""
"沈","e-","",""
"哂","rw","",""
"審","7w","",""
"審判","7wtb","",""
"審美","7wtk","",""
"審定","7w7o","",""
"審訂","7w4b","",""
"審理","7wmg","",""
"審稿","7w,b","",""
"審核","7wdo","",""
"審計","7w4j","",""
"審訊","7w4'","",""
"審查","7wdm","",""
"審處","7wy-","",""
"審處","7wyx","",""
"審視","7wy-","",""
"審慎","7wp8","",""
"審案","7w7d","",""
"審議","7w4i","",""
"審問","7war","",""
"審閱","7wa-","",""
"瀋","ew","",""
"嬸","vw","",""
"嬸婆","vwev","",""
"嬸嬸","vwvw","",""
"甚","t'","",""
"甚或","t'im","",""
"甚且","t'7m","",""
"甚且","t'bm","",""
"甚囂塵上","tr`y","",""
"甚至","t'mg","",""
"葚","t'","",""
"葚","t'x","",""
"腎","[b","",""
"腎虧","[byn","",""
"腎結石","[3m","",""
"腎臟","[bbi","",""
"慎","p8","",""
"慎謀能斷","p4/'","",""
"慎防","p89n","",""
"慎行","p8,b","",""
"慎終追遠","p3zz","",""
"慎重","p8,g","",""
"慎思","p8wp","",""
"慎思明辨","pway","",""
"蜃","`l","",""
"滲","e,","",""
"滲透","e,zn","",""
"滲漏","e,e6","",""
"滲出","e,uu","",""
"滲水","e,ee","",""
"滲入","e,o","",""
"商","yb","",""
"商標","ybdy","",""
"商埠","ybgj","",""
"商品","ybrr","",""
"商品條碼","yrom","",""
"商販","yb5x","",""
"商店","yb`r","",""
"商訂","yb4b","",""
"商定","yb7o","",""
"商討","yb4;","",""
"商談","yb4f","",""
"商量","ybag","",""
"商旅","yby[","",""
"商港","ybe'","",""
"商賈","ybm5","",""
"商號","ybr-","",""
"商行","yb,b","",""
"商會","yboa","",""
"商家","yb7.","",""
"商榷","ybd0","",""
"商圈","ybw'","",""
"商船","yb,r","",""
"商數","yb1x","",""
"商數","ybwx","",""
"商人","ybo","",""
"商議","yb4i","",""
"商業","ybtd","",""
"商業區","yt[","",""
"商務","yb.n","",""
"商務仲裁","y.og","",""
"商務仲裁","y.oj","",""
"商譽","yb,4","",""
"商用","ybb1","",""
"商用","ybbj","",""
"湯","en","",""
"湯湯","enen","",""
"傷","on","",""
"傷悲","on,p","",""
"傷悲","on1p","",""
"傷兵","on,8","",""
"傷風","on,'","",""
"傷風","on-'","",""
"傷風","on-l","",""
"傷風敗俗","o,5o","",""
"傷風敗俗","o-5o","",""
"傷天害理","om7m","",""
"傷痛","onyb","",""
"傷痛","on`b","",""
"傷腦筋","obh","",""
"傷感","onmp","",""
"傷感","on`p","",""
"傷感情","omp","",""
"傷感情","o`p","",""
"傷口","onr","",""
"傷害","on7r","",""
"傷寒","on7y","",""
"傷痕","ony[","",""
"傷痕","on`[","",""
"傷痕累累","oyww","",""
"傷痕累累","o`ww","",""
"傷患","onlp","",""
"傷心","onp","",""
"傷勢","ongn","",""
"傷神","ony1","",""
"傷人","ono","",""
"傷財","on5b","",""
"傷殘","onmi","",""
"傷亡","ony'","",""
"殤","mn","",""
"觴",",n","",""
"上","ym","",""
"上聲","ymg9","",""
"晌","ab","",""
"晌午","ab,j","",""
"賞","t5","",""
"賞罰分明","tw8a","",""
"賞光","t5t-","",""
"賞金","t5c","",""
"賞析","t5d1","",""
"賞心悅目","tppa","",""
"賞心悅目","tppw","",""
"賞識","t54i","",""
"賞賜","t55n","",""
"賞玩","t5m-","",""
"賞月","t5b","",""
"上","ym","",""
"上輩子","y,.","",""
"上輩子","y1.","",""
"上班","ymmg","",""
"上半","ymtj","",""
"上榜","ymdn","",""
"上邊","ymzn","",""
"上賓","ym75","",""
"上片","ym,'","",""
"上片","ym,1","",""
"上片","ym1'","",""
"上片","ym11","",""
"上品","ymrr","",""
"上門","yma","",""
"上面","ymmw","",""
"上方","ymyn","",""
"上風","ym,'","",""
"上風","ym-l","",""
"上當","ymtw","",""
"上等","ymh;","",""
"上帝","ymy1","",""
"上吊","ymr1","",""
"上臺","ymgg","",""
"上頭","ymm5","",""
"上天","ymmk","",""
"上吐下瀉","yrme","",""
"上了歲數","y.11","",""
"上了歲數","y.1w","",""
"上來","ymdo","",""
"上來","ymjd","",""
"上列","ymmb","",""
"上流","yme'","",""
"上流","yme-","",""
"上梁不正下梁歪","yemm","",""
"上路","ymrr","",""
"上鉤","ymcn","",""
"上古","ymjr","",""
"上軌道","y2z","",""
"上館子","yo.","",""
"上館子","yr.","",""
"上工","ymmm","",""
"上課","ym4d","",""
"上口","ymrr","",""
"上款","ymgo","",""
"上空","ym7m","",""
"上好","ymvb","",""
"上級","ym3x","",""
"上街","ym,b","",""
"上進","ymz0","",""
"上將","ym';","",""
"上鏡頭","ycm","",""
"上氣不接下氣","y,mq","",""
"上前","ymtb","",""
"上去","ymg/","",""
"上下","ymmy","",""
"上下其手","ymtq","",""
"上下一心","ym1p","",""
"上下一心","ymmp","",""
"上校","ymdx","",""
"上限","ym9[","",""
"上香","ym,a","",""
"上相","ymdw","",""
"上行","ym,b","",""
"上行下效","y,my","",""
"上學","ym,b","",""
"上旬","ym,n","",""
"上陣","ym92","",""
"上漲","yme[","",""
"上桌","ymyd","",""
"上妝","ym'v","",""
"上裝","ym'[","",""
"上朝","ymjb","",""
"上場","ymgn","",""
"上床","ym`d","",""
"上市","ymy1","",""
"上士","ymg","",""
"上手","ymq","",""
"上山","ymu","",""
"上身","ym,b","",""
"上上下下","yymm","",""
"上升","ym,t","",""
"上乘","ym,.","",""
"上乘","ym,d","",""
"上任","ymog","",""
"上座","ym`g","",""
"上策","ymhd","",""
"上菜","ymtd","",""
"上蒼","ymtr","",""
"上層","ymsa","",""
"上司","ymmn","",""
"上司","ymnr","",""
"上色","ym,'","",""
"上溯","ymeb","",""
"上訴","ym4y","",""
"上顎","ymr5","",""
"上岸","ymuj","",""
"上衣","ymy[","",""
"上藥","ymtd","",""
"上游","ymeb","",""
"上有天堂，下有蘇杭","yjmt","",""
"上釉","ym,w","",""
"上演","yme8","",""
"上眼","ymw[","",""
"上癮","ymyp","",""
"上癮","ym`p","",""
"上揚","ymqn","",""
"上映","ymak","",""
"上午","ym,j","",""
"上位","ymot","",""
"上尉","yms;","",""
"上網","ym3b","",""
"上元","ymm-","",""
"尚","tb","",""
"尚可","tbmb","",""
"尚佳","tbog","",""
"尚且","tb7m","",""
"尚且","tbbm","",""
"尚饗","tb3[","",""
"尚有可為","tjm,","",""
"尚有可為","tjmy","",""
"尚武","tbmi","",""
"尚武","tbmm","",""
"尚未","tbjd","",""
"尚未","tbmd","",""
"裳","t[","",""
"升",",t","",""
"升斗小民",",y,r","",""
"升斗小民",",y,]","",""
"升斗小民",",ybr","",""
"升斗小民",",yb]","",""
"升等",",th;","",""
"升等考試",",hg4","",""
"升堂入室",",to7","",""
"升天",",tmk","",""
"升格",",tdr","",""
"升高",",tyb","",""
"升官",",t7r","",""
"升官",",t7]","",""
"升空",",t7m","",""
"升火",",tff","",""
"升級",",t3x","",""
"升降",",t9j","",""
"升降機",",9d","",""
"升旗",",ty8","",""
"升遷",",tz'","",""
"升學",",t,b","",""
"升值",",tom","",""
"昇","at","",""
"昇平","atmj","",""
"昇天","atmk","",""
"昇華","attj","",""
"陞","9g","",""
"生",",g","",""
"生變",",g3x","",""
"生病",",gyb","",""
"生病",",g`b","",""
"生不逢時",",mza","",""
"生不如死",",mvm","",""
"生怕",",gpa","",""
"生啤酒",",re","",""
"生平",",gmj","",""
"生米煮成熟飯",",tg`","",""
"生面孔",",m.","",""
"生民塗炭",",reu","",""
"生民塗炭",",]eu","",""
"生命",",go1","",""
"生命",",go9","",""
"生命線",",o3","",""
"生母",",g=y","",""
"生父",",g8x","",""
"生動",",g,n","",""
"生動有趣",",,jg","",""
"生態",",g/p","",""
"生態環境",",/mg","",""
"生態系",",/,","",""
"生鐵",",gci","",""
"生吞活剝",",,e,","",""
"生吞活剝",",me,","",""
"生年",",g,j","",""
"生老病死",",gym","",""
"生老病死",",g`m","",""
"生冷",",gy1","",""
"生冷",",gyy","",""
"生離死別",",ymr","",""
"生理",",gmg","",""
"生理學",",m,","",""
"生理時鐘",",mac","",""
"生力軍",",j7","",""
"生力軍",",m7","",""
"生力軍",",n7","",""
"生靈塗炭",",6eu","",""
"生路",",grr","",""
"生龍活虎",",yey","",""
"生根",",gd[","",""
"生蠔",",gl.","",""
"生花妙筆",",tvh","",""
"生化",",go'","",""
"生活",",ger","",""
"生活必需品",",ep6","",""
"生活品質",",er,","",""
"生活費",",e,","",""
"生活費",",en","",""
"生活方式",",eyi","",""
"生活方式",",eym","",""
"生活圈",",ew","",""
"生活照",",ea","",""
"生活水準",",eee","",""
"生火",",gf","",""
