¶r¿Wß«∏π,¶r,≥°≠∫,µßµe,•X≤{¿W¶∏,≤÷øn¿W¶∏,≤÷øn¶ §¿§Ò
4032,ƒS,≥¿,19,2,1005154,99.93020870
4033,ƒW,§f,20,2,1005156,99.93040753
4034,ƒ],§k,20,2,1005158,99.93060637
4035,ƒr,•€,20,2,1005160,99.93080520
4036,ƒu,•ﬁ,20,2,1005162,99.93100404
4037,ƒ°,¶Õ,20,2,1005164,99.93120288
4038,ƒÆ,¶‰,20,2,1005166,99.93140171
4039,ƒØ,¶‰,20,2,1005168,99.93160055
4040,ƒ˘,¶‰,21,2,1005170,99.93179938
4041,≈\,∞©,21,2,1005172,99.93199822
4042,≈§,¶’,22,2,1005174,99.93219705
4043,≈≥,™˜,22,2,1005176,99.93239589
4044,≈∑,≠≤,22,2,1005178,99.93259473
4045,≈€,¶‰,23,2,1005180,99.93279356
4046,∆K,‘I,24,2,1005182,99.93299240
4047,∆L,∞≠,24,2,1005184,99.93319123
4048,∆z,∞®,29,2,1005186,99.93339007
4049, ◊,§ﬂ,07,2,1005188,99.93358890
4050, ÿ,§ﬂ,07,2,1005190,99.93378774
4051, ›,§ﬂ,07,2,1005192,99.93398657
4052, Ô,§‚,07,2,1005194,99.93418541
4053,À¨,®∂,07,2,1005196,99.93438425
4054,ÀÔ,§f,08,2,1005198,99.93458308
4055,ÃU,§l,08,2,1005200,99.93478192
4056,Ã{,§ﬂ,08,2,1005202,99.93498075
4057,ÃÚ,§Ù,08,2,1005204,99.93517959
4058,Õ◊,®∂,08,2,1005206,99.93537842
4059,—L,§g,10,2,1005208,99.93557726
4060,—®,§ﬂ,10,2,1005210,99.93577610
4061,“≤,•…,10,2,1005212,99.93597493
4062,”¶, J,10,2,1005214,99.93617377
4063,‘r,§f,11,2,1005216,99.93637260
4064,‘ª,§g,11,2,1005218,99.93657144
4065,‘–,§k,11,2,1005220,99.93677027
4066,’u,§‚,11,2,1005222,99.93696911
4067,’~,§‚,11,2,1005224,99.93716794
4068,÷K,§ı,11,2,1005226,99.93736678
4069,÷Ê,¶Õ,11,2,1005228,99.93756562
4070,◊∂,¶Á,11,2,1005230,99.93776445
4071,Ÿı,§Ù,12,2,1005232,99.93796329
4072,⁄`,§ı,12,2,1005234,99.93816212
4073,⁄Ù,¶Õ,12,2,1005236,99.93836096
4074,‹g,™˜,12,2,1005238,99.93855979
4075,›®,§‚,13,2,1005240,99.93875863
4076,›ﬁ,§Ï,13,2,1005242,99.93895747
4077,›˚,§Ô,13,2,1005244,99.93915630
4078,ﬁ£,§ı,13,2,1005246,99.93935514
4079,ﬂo,¶–,13,2,1005248,99.93955397
4080,ﬂ«, J,13,2,1005250,99.93975281
4081,‡T,®ß,13,2,1005252,99.93995164
4082,‡¨,®ª,13,2,1005254,99.94015048
4083,‡⁄,≠≤,13,2,1005256,99.94034931
4084,·G,§f,14,2,1005258,99.94054815
4085,·I,§f,14,2,1005260,99.94074699
4086,·V,§g,14,2,1005262,99.94094582
4087,·¯,§È,14,2,1005264,99.94114466
4088,„`,¶Ã,14,2,1005266,99.94134349
4089,„q,¶Õ,14,2,1005268,99.94154233
4090,„˜,¶Á,14,2,1005270,99.94174116
4091,‰˙,§f,15,2,1005272,99.94194000
4092,Â∏,§‚,15,2,1005274,99.94213883
4093,Ê£,•…,15,2,1005276,99.94233767
4094,ÈG,…I,16,2,1005278,99.94253651
4095,Íd,•…,16,2,1005280,99.94273534
4096,Í…,¶Ã,16,2,1005282,99.94293418
4097,ÎŸ,®ª,16,2,1005284,99.94313301
4098,Î€,®ª,16,2,1005286,99.94333185
4099,Î„,™˜,16,2,1005288,99.94353068
4100,Î‰,™˜,16,2,1005290,99.94372952
4101,Ìw,∆‘,17,2,1005292,99.94392836
4102,Óq,¶Á,17,2,1005294,99.94412719
4103,Ôı,§Ù,18,2,1005296,99.94432603
4104,„,®•,18,2,1005298,99.94452486
4105,˛,®¨,18,2,1005300,99.94472370
4106,ÒQ,®ª,18,2,1005302,99.94492253
4107,Ò ,≥Ω,18,2,1005304,99.94512137
4108,Û`,™˜,19,2,1005306,99.94532020
4109,Ûj,™˜,19,2,1005308,99.94551904
4110,Û™,≠∂,19,2,1005310,99.94571788
4111,ık,≥Ω,20,2,1005312,99.94591671
4112,˘©,®•,27,2,1005314,99.94611555
4113,(˚W),§‚,17,2,1005316,99.94631438
4114,(˚w),§Ï,08,2,1005318,99.94651322
4115,(¸f),§s,10,2,1005320,99.94671205
4116,¸˛,¶◊,08,2,1005322,99.94691089
4117,é”,§‚,16,1,1005323,99.94701031
4118,êk,§f,10,1,1005324,99.94710973
4119,(êÓ),§g,12,1,1005325,99.94720914
4120,(ëC),≥¡,17,1,1005326,99.94730856
4121,ó‰,®≠,13,1,1005327,99.94740798
4122,ô‰,§ı,12,1,1005328,99.94750740
4123,ö¿,§f,06,1,1005329,99.94760681
4124,§X,°U,03,1,1005330,99.94770623
4125,§|,§|,03,1,1005331,99.94780565
4126,•{,§f,05,1,1005332,99.94790507
4127,•‡,§@,06,1,1005333,99.94800449
4128,•‚,∆¿,06,1,1005334,99.94810390
4129,•„,∆¿,06,1,1005335,99.94820332
4130,•‰,§A,06,1,1005336,99.94830274
4131,•˘,§H,06,1,1005337,99.94840216
4132,¶J,…C,06,1,1005338,99.94850157
4133,¶_,…I,06,1,1005339,99.94860099
4134,¶g,§i,06,1,1005340,99.94870041
4135,¶},§z,06,1,1005341,99.94879983
4136,¶ﬂ,¶ﬂ,06,1,1005342,99.94889925
4137,¶‰,¶‰,06,1,1005343,99.94899866
4138,¶,§H,07,1,1005344,99.94909808
4139,¶˙,§H,07,1,1005345,99.94919750
4140,ßF,§H,07,1,1005346,99.94929692
4141,ßH,§H,07,1,1005347,99.94939634
4142,ßM,∆≈,07,1,1005348,99.94949575
4143,ßw,…I,07,1,1005349,99.94959517
4144,ß≠,§k,07,1,1005350,99.94969459
4145,ß¬,§s,07,1,1005351,99.94979401
4146,ß◊,§ﬂ,07,1,1005352,99.94989342
4147,ßÿ,§ﬂ,07,1,1005353,99.94999284
4148,®@,§Ï,07,1,1005354,99.95009226
4149,®^,§Ù,07,1,1005355,99.95019168
4150,®l,•–,07,1,1005356,99.95029110
4151,®w,¶◊,07,1,1005357,99.95039051
4152,®¢, J,07,1,1005358,99.95048993
4153,®∑,®∂,07,1,1005359,99.95058935
4154,®⁄,§H,08,1,1005360,99.95068877
4155,®ﬂ,§I,08,1,1005361,99.95078818
4156,©B,§f,08,1,1005362,99.95088760
4157,©E,§f,08,1,1005363,99.95098702
4158,©V,§g,08,1,1005364,99.95108644
4159,©c,§k,08,1,1005365,99.95118586
4160,©¥,∆Œ,08,1,1005366,99.95128527
4161,©Ω,§ﬂ,08,1,1005367,99.95138469
4162,©¡,§ﬂ,08,1,1005368,99.95148411
4163,©À,§ﬂ,08,1,1005369,99.95158353
4164,©œ,§‡,08,1,1005370,99.95168294
4165,©Ì,§‚,08,1,1005371,99.95178236
4166,©,§‚,08,1,1005372,99.95188178
4167,™],§Û,08,1,1005373,99.95198120
4168,™f,§Ù,08,1,1005374,99.95208062
4169,™~,§Ù,08,1,1005375,99.95218003
4170,™°,§ı,08,1,1005376,99.95227945
4171,™≥,•…,08,1,1005377,99.95237887
4172,™∏,∆‘,08,1,1005378,99.95247829
4173,™∆,•ﬁ,08,1,1005379,99.95257770
4174,™„, J,08,1,1005380,99.95267712
4175,™‰, J,08,1,1005381,99.95277654
4176,™Ë, J,08,1,1005382,99.95287596
4177,™Î,¶‰,08,1,1005383,99.95297538
4178,´Z,§H,09,1,1005384,99.95307479
4179,´u,§f,09,1,1005385,99.95317421
4180,´≠,§g,09,1,1005386,99.95327363
4181,´∑,§j,09,1,1005387,99.95337305
4182,´‡,…L,09,1,1005388,99.95347247
4183,¨ª,§˚,09,1,1005389,99.95357188
4184,¨ø,•…,09,1,1005390,99.95367130
4185,¨—,∆’,09,1,1005391,99.95377072
4186,¨‘,•’,09,1,1005392,99.95387014
4187,¨˜,¶Õ,09,1,1005393,99.95396955
4188,≠K,¶◊,09,1,1005394,99.95406897
4189,≠N,¶◊,09,1,1005395,99.95416839
4190,≠Q,¶‡,09,1,1005396,99.95426781
4191,≠U, J,09,1,1005397,99.95436723
4192,≠`, J,09,1,1005398,99.95446664
4193,≠c, J,09,1,1005399,99.95456606
4194,≠r,®•,09,1,1005400,99.95466548
4195,≠£,∆÷,09,1,1005401,99.95476490
4196,≠©,®ª,09,1,1005402,99.95486431
4197,≠¨,™˘,09,1,1005403,99.95496373
4198,≠¿,§H,10,1,1005404,99.95506315
4199,≠–,§H,10,1,1005405,99.95516257
4200,ÆA,§f,10,1,1005406,99.95526199
4201,ÆF,…I,10,1,1005407,99.95536140
4202,ÆP,§k,10,1,1005408,99.95546082
4203,ÆY,§k,10,1,1005409,99.95556024
4204,Æ^,§l,10,1,1005410,99.95565966
4205,Æj,§r,10,1,1005411,99.95575907
4206,Æn,§s,10,1,1005412,99.95585849
4207,Æo,§s,10,1,1005413,99.95595791
4208,Æ√,§‚,10,1,1005414,99.95605733
4209,Æ≈,¶Ã,10,1,1005415,99.95615675
4210,ÆÀ,§È,10,1,1005416,99.95625616
4211,Æ‹,§Ï,10,1,1005417,99.95635558
4212,ÆÓ,§Ô,10,1,1005418,99.95645500
4213,Æ˜,§Ù,10,1,1005419,99.95655442
4214,Øc,•–,10,1,1005420,99.95665384
4215,Ø¢,•€,10,1,1005421,99.95675325
4216,Øß,•‹,10,1,1005422,99.95685267
4217,Ø®,•‹,10,1,1005423,99.95695209
4218,ØÆ,•‹,10,1,1005424,99.95705151
4219,Ø∆,¶Õ,10,1,1005425,99.95715092
4220,ØÃ,¶œ,10,1,1005426,99.95725034
4221,Ø“,¶‘,10,1,1005427,99.95734976
4222,Øﬁ,¶◊,10,1,1005428,99.95744918
4223,ØÁ,¶ﬁ,10,1,1005429,99.95754860
4224,ØÍ,¶‡,10,1,1005430,99.95764801
4225,Ø˙, J,10,1,1005431,99.95774743
4226,∞F,¶‰,10,1,1005432,99.95784685
4227,∞G,¶‰,10,1,1005433,99.95794627
4228,∞L,¶Á,10,1,1005434,99.95804568
4229,∞N,¶Á,10,1,1005435,99.95814510
4230,∞i,∆÷,10,1,1005436,99.95824452
4231,∞m,∆÷,10,1,1005437,99.95834394
4232,∞n,∆÷,10,1,1005438,99.95844336
4233,∞π,§H,11,1,1005439,99.95854277
4234,∞ø,§H,11,1,1005440,99.95864219
4235,∞Ã,∆∆,11,1,1005441,99.95874161
4236,∞‹,§f,11,1,1005442,99.95884103
4237,∞„,§f,11,1,1005443,99.95894044
4238,∞Ê,§f,11,1,1005444,99.95903986
4239,±G,∆À,11,1,1005445,99.95913928
4240,±W,§s,11,1,1005446,99.95923870
4241,±f,∆Œ,11,1,1005447,99.95933812
4242,±u,…L,11,1,1005448,99.95943753
4243,±|,§ﬂ,11,1,1005449,99.95953695
4244,±},§ﬂ,11,1,1005450,99.95963637
4245,±¨,§ﬂ,11,1,1005451,99.95973579
4246,±∫,§‚,11,1,1005452,99.95983521
4247,±≈,§‚,11,1,1005453,99.95993462
4248,±›,§Ë,11,1,1005454,99.96003404
4249,±˙,§Ï,11,1,1005455,99.96013346
4250,≤I,§Ù,11,1,1005456,99.96023288
4251,≤S,§Ù,11,1,1005457,99.96033229
4252,≤U,§Ù,11,1,1005458,99.96043171
4253,≤u,§¸,11,1,1005459,99.96053113
4254,≤•,•–,11,1,1005460,99.96063055
4255,≤Æ,•’,11,1,1005461,99.96072997
4256,≤∆,¶À,11,1,1005462,99.96082938
4257,≤Õ,¶Õ,11,1,1005463,99.96092880
4258,≤⁄,¶Œ,11,1,1005464,99.96102822
4259,≥@, J,11,1,1005465,99.96112764
4260,≥A, J,11,1,1005466,99.96122705
4261,≥C, O,11,1,1005467,99.96132647
4262,≥H,¶‰,11,1,1005468,99.96142589
4263,≥[,®•,11,1,1005469,99.96152531
4264,≥_,®•,11,1,1005470,99.96162473
4265,≥i,®™,11,1,1005471,99.96172414
4266,≥l,®¨,11,1,1005472,99.96182356
4267,≥¶,™˜,11,1,1005473,99.96192298
4268,≥ß,™˜,11,1,1005474,99.96202240
4269,≥œ,§M,11,1,1005475,99.96212181
4270,≥Ò,§f,12,1,1005476,99.96222123
4271,≥˜,§g,12,1,1005477,99.96232065
4272,¥K,∆À,12,1,1005478,99.96242007
4273,¥],§},12,1,1005479,99.96251949
4274,¥a,…L,12,1,1005480,99.96261890
4275,¥i,§ﬂ,12,1,1005481,99.96271832
4276,¥t,§ﬂ,12,1,1005482,99.96281774
4277,¥≈,§Ï,12,1,1005483,99.96291716
4278,¥„,…a,12,1,1005484,99.96301657
4279,¥Ù,§Ù,12,1,1005485,99.96311599
4280,µB,§Ù,12,1,1005486,99.96321541
4281,µc,•Õ,12,1,1005487,99.96331483
4282,µr,•÷,12,1,1005488,99.96341425
4283,µt,•ÿ,12,1,1005489,99.96351366
4284,µ®,¶À,12,1,1005490,99.96361308
4285,µ∆,¶◊,12,1,1005491,99.96371250
4286,µÎ,¶‰,12,1,1005492,99.96381192
4287,∂@,®•,12,1,1005493,99.96391134
4288,∂A,®•,12,1,1005494,99.96401075
4289,∂C,®•,12,1,1005495,99.96411017
4290,∂L,®©,12,1,1005496,99.96420959
4291,∂Y,®¨,12,1,1005497,99.96430901
4292,∂c,®Æ,12,1,1005498,99.96440842
4293,∂|,™˘,12,1,1005499,99.96450784
4294,∂ª,≠π,12,1,1005500,99.96460726
4295,∂ÿ,§f,13,1,1005501,99.96470668
4296,∂Ÿ,§f,13,1,1005502,99.96480610
4297,∂ﬁ,§f,13,1,1005503,99.96490551
4298,∂‡,§f,13,1,1005504,99.96500493
4299,∂‰,§f,13,1,1005505,99.96510435
4300,∂Á,§f,13,1,1005506,99.96520377
4301,∑K,…L,13,1,1005507,99.96530318
4302,∑Z,§ﬂ,13,1,1005508,99.96540260
4303,∑[,§ﬂ,13,1,1005509,99.96550202
4304,∑_,§ﬂ,13,1,1005510,99.96560144
4305,∑p,§‚,13,1,1005511,99.96570086
4306,∑≠,§Ï,13,1,1005512,99.96580027
4307,∑∫,§Ù,13,1,1005513,99.96589969
4308,∑ø,§Ù,13,1,1005514,99.96599911
4309,∑’,§ı,13,1,1005515,99.96609853
4310,∑€,§ı,13,1,1005516,99.96619794
4311,∑ﬁ,§˘,13,1,1005517,99.96629736
4312,∑Í,•…,13,1,1005518,99.96639678
4313,∑Û,∆‘,13,1,1005519,99.96649620
4314,∑ı,∆‘,13,1,1005520,99.96659562
4315,∏f,¶Ã,13,1,1005521,99.96669503
4316,∏h,¶Õ,13,1,1005522,99.96679445
4317,∏w,¶÷,13,1,1005523,99.96689387
4318,∏©, J,13,1,1005524,99.96699329
4319,∏¨, J,13,1,1005525,99.96709271
4320,∏±, J,13,1,1005526,99.96719212
4321,∏∏, O,13,1,1005527,99.96729154
4322,∏º,¶‰,13,1,1005528,99.96739096
4323,∏≈,¶Ê,13,1,1005529,99.96749038
4324,∏⁄,®•,13,1,1005530,99.96758979
4325,∏›,®•,13,1,1005531,99.96768921
4326,∏‰,®•,13,1,1005532,99.96778863
4327,∏Ë,À§,13,1,1005533,99.96788805
4328,∏,®©,13,1,1005534,99.96798747
4329,∏˝,®Æ,13,1,1005535,99.96808688
4330,π^,™˜,13,1,1005536,99.96818630
4331,π`,™˜,13,1,1005537,99.96828572
4332,πg,™˜,13,1,1005538,99.96838514
4333,πh,™˘,13,1,1005539,99.96848455
4334,πm,´A,13,1,1005540,99.96858397
4335,π≠,§H,14,1,1005541,99.96868339
4336,πÆ,§H,14,1,1005542,99.96878281
4337,π«,§f,14,1,1005543,99.96888223
4338,π˜,§y,14,1,1005544,99.96898164
4339,π˚,§},14,1,1005545,99.96908106
4340,∫F,§ﬂ,14,1,1005546,99.96918048
4341,∫H,§ﬂ,14,1,1005547,99.96927990
4342,∫O,§‚,14,1,1005548,99.96937931
4343,∫Q,§‚,14,1,1005549,99.96947873
4344,∫Y,§Ë,14,1,1005550,99.96957815
4345,∫ƒ,∆‘,14,1,1005551,99.96967757
4346,∫ﬂ,¶À,14,1,1005552,99.96977699
4347,∫·,¶À,14,1,1005553,99.96987640
4348,∫Í,¶Ã,14,1,1005554,99.96997582
4349,∫,¶Õ,14,1,1005555,99.97007524
4350,∫˛,¶Õ,14,1,1005556,99.97017466
4351,ªK,¶◊,14,1,1005557,99.97027408
4352,ªN,¶⁄,14,1,1005558,99.97037349
4353,ªo,¶Á,14,1,1005559,99.97047291
4354,ªz,®•,14,1,1005560,99.97057233
4355,ª¶,®•,14,1,1005561,99.97067175
4356,ªΩ,∆÷,14,1,1005562,99.97077116
4357,ª“,™˘,14,1,1005563,99.97087058
4358,ª◊,™˘,14,1,1005564,99.97097000
4359,ªﬁ,≠≤,14,1,1005565,99.97106942
4360,ªÁ,≠π,14,1,1005566,99.97116884
4361,ª,≥æ,14,1,1005567,99.97126825
4362,ª˚,§H,15,1,1005568,99.97136767
4363,ºG,§f,15,1,1005569,99.97146709
4364,ºO,§f,15,1,1005570,99.97156651
4365,ºP,§f,15,1,1005571,99.97166592
4366,ºc,§k,15,1,1005572,99.97176534
4367,ºk,§s,15,1,1005573,99.97186476
4368,ºn,§y,15,1,1005574,99.97196418
4369,º¨,§ﬂ,15,1,1005575,99.97206360
4370,º¿,§‚,15,1,1005576,99.97216301
4371,º¡,§‚,15,1,1005577,99.97226243
4372,º ,§È,15,1,1005578,99.97236185
4373,º’,§Ï,15,1,1005579,99.97246127
4374,º„,§Ù,15,1,1005580,99.97256068
4375,ºË,§Ù,15,1,1005581,99.97266010
4376,ºÓ,§Ù,15,1,1005582,99.97275952
4377,Ω@,•…,15,1,1005583,99.97285894
4378,ΩD,∆‘,15,1,1005584,99.97295836
4379,ΩY,•€,15,1,1005585,99.97305777
4380,Ω[,•›,15,1,1005586,99.97315719
4381,Ω{,¶Õ,15,1,1005587,99.97325661
4382,Ω¢,¶‘,15,1,1005588,99.97335603
4383,Ω∂, J,15,1,1005589,99.97345544
4384,Ω¿,¶‰,15,1,1005590,99.97355486
4385,Ω⁄,®•,15,1,1005591,99.97365428
4386,ΩÙ,®¨,15,1,1005592,99.97375370
4387,æI,®∂,15,1,1005593,99.97385312
4388,æS,™˜,15,1,1005594,99.97395253
4389,æ],´B,15,1,1005595,99.97405195
4390,æe,≠∂,15,1,1005596,99.97415137
4391,æf,≠∂,15,1,1005597,99.97425079
4392,æh,≠∑,15,1,1005598,99.97435021
4393,æ∫,§f,16,1,1005599,99.97444962
4394,ææ,§f,16,1,1005600,99.97454904
4395,æ›,§‚,16,1,1005601,99.97464846
4396,æÍ,§Ï,16,1,1005602,99.97474788
4397,øI,§Ù,16,1,1005603,99.97484729
4398,øQ,§ı,16,1,1005604,99.97494671
4399,øV,§ı,16,1,1005605,99.97504613
4400,ø],• ,16,1,1005606,99.97514555
4401,ø^,•À,16,1,1005607,99.97524497
4402,øa,∆‘,16,1,1005608,99.97534438
4403,øk,•€,16,1,1005609,99.97544380
4404,øl,•€,16,1,1005610,99.97554322
4405,øy,¶À,16,1,1005611,99.97564264
4406,ø~,¶Õ,16,1,1005612,99.97574205
4407,ø¨,¶–,16,1,1005613,99.97584147
4408,øÃ,®£,16,1,1005614,99.97594089
4409,øŸ,®•,16,1,1005615,99.97604031
4410,¿F,™˘,16,1,1005616,99.97613973
4411,¿K,´B,16,1,1005617,99.97623914
4412,¿Q,´C,16,1,1005618,99.97633856
4413,¿^,≠π,16,1,1005619,99.97643798
4414,¿_,≠π,16,1,1005620,99.97653740
4415,¿°,§f,17,1,1005621,99.97663681
4416,¿´,§r,17,1,1005622,99.97673623
4417,¿Ø,§s,17,1,1005623,99.97683565
4418,¿∂,§ﬂ,17,1,1005624,99.97693507
4419,¿¬,§‚,17,1,1005625,99.97703449
4420,¿»,§Ï,17,1,1005626,99.97713390
4421,¿“,§Ï,17,1,1005627,99.97723332
4422,¿Ì,§ı,17,1,1005628,99.97733274
4423,¿Ó,§ı,17,1,1005629,99.97743216
4424,¿Ò,§¸,17,1,1005630,99.97753158
4425,¡D,•€,17,1,1005631,99.97763099
4426,¡K,•ﬁ,17,1,1005632,99.97773041
4427,¡M,¶À,17,1,1005633,99.97782983
4428,¡[,¶Õ,17,1,1005634,99.97792925
4429,¡e,¶Õ,17,1,1005635,99.97802866
4430,¡i,¶Õ,17,1,1005636,99.97812808
4431,¡j,¶Œ,17,1,1005637,99.97822750
4432,¡Æ,¶‰,17,1,1005638,99.97832692
4433,¡π,¶Á,17,1,1005639,99.97842634
4434,¡ª,®£,17,1,1005640,99.97852575
4435,¡Œ,®¨,17,1,1005641,99.97862517
4436,¡—,®¨,17,1,1005642,99.97872459
4437,¡€,∆÷,17,1,1005643,99.97882401
4438,¡Ë,™˜,17,1,1005644,99.97892342
4439,¡Ì,™˜,17,1,1005645,99.97902284
4440,¡Ú,™˘,17,1,1005646,99.97912226
4441,¬C,≥Ω,17,1,1005647,99.97922168
4442,¬M,ªÛ,17,1,1005648,99.97932110
4443,¬],§‚,18,1,1005649,99.97942051
4444,¬{,•…,18,1,1005650,99.97951993
4445,¬¢,•ÿ,18,1,1005651,99.97961935
4446,¬•,•ÿ,18,1,1005652,99.97971877
4447,¬π,¶Õ,18,1,1005653,99.97981818
4448,¬ø,¶’,18,1,1005654,99.97991760
4449,¬…, J,18,1,1005655,99.98001702
4450,¬œ,¶‰,18,1,1005656,99.98011644
4451,¬”,®•,18,1,1005657,99.98021586
4452,¬ﬁ,®¨,18,1,1005658,99.98031527
4453,¬‰,∆÷,18,1,1005659,99.98041469
4454,¬Ò,™˜,18,1,1005660,99.98051411
4455,√Y,≥æ,18,1,1005661,99.98061353
4456,√f,∆Œ,19,1,1005662,99.98071294
4457,√µ,¶Õ,19,1,1005663,99.98081236
4458,√À,¶Á,19,1,1005664,99.98091178
4459,√ﬁ,®¨,19,1,1005665,99.98101120
4460,√Â,∆÷,19,1,1005666,99.98111062
4461,√Ê,®ª,19,1,1005667,99.98121003
4462,√Ì,™˜,19,1,1005668,99.98130945
4463,√Ô,™˜,19,1,1005669,99.98140887
4464,√Û,™˜,19,1,1005670,99.98150829
4465,ƒK,≥Ω,19,1,1005671,99.98160771
4466,ƒL,≥æ,19,1,1005672,99.98170712
4467,ƒ^,§l,20,1,1005673,99.98180654
4468,ƒe,§‚,20,1,1005674,99.98190596
4469,ƒs,•€,20,1,1005675,99.98200538
4470,ƒz,¶Ã,20,1,1005676,99.98210479
4471,ƒ∞,¶Á,20,1,1005677,99.98220421
4472,ƒ∑,®•,20,1,1005678,99.98230363
4473,ƒΩ,®¨,20,1,1005679,99.98240305
4474,ƒ»,≠π,20,1,1005680,99.98250247
4475,ƒ⁄,§f,21,1,1005681,99.98260188
4476,ƒﬁ,§s,21,1,1005682,99.98270130
4477,ƒÔ,•ÿ,21,1,1005683,99.98280072
4478,≈I,™˜,21,1,1005684,99.98290014
4479,≈L,™˜,21,1,1005685,99.98299955
4480,≈Z,∞®,21,1,1005686,99.98309897
4481,≈[,∞®,21,1,1005687,99.98319839
4482,≈`,≥Ω,21,1,1005688,99.98329781
4483,≈q,§s,22,1,1005689,99.98339723
4484,≈£,¶À,22,1,1005690,99.98349664
4485,≈≠,®¨,22,1,1005691,99.98359606
4486,≈∂,≠≤,22,1,1005692,99.98369548
4487,≈«,¿s,22,1,1005693,99.98379490
4488,≈ﬂ,™˜,23,1,1005694,99.98389431
4489,≈‚,≠±,23,1,1005695,99.98399373
4490,≈Ê,∞®,23,1,1005696,99.98409315
4491,≈Ó,≥æ,23,1,1005697,99.98419257
4492,≈˙,¶‰,24,1,1005698,99.98429199
4493,≈¸,¶Ê,24,1,1005699,99.98439140
4494,∆B,®©,24,1,1005700,99.98449082
4495,∆I,≠∂,24,1,1005701,99.98459024
4496,∆Y,¶À,25,1,1005702,99.98468966
4497,∆a,≠π,25,1,1005703,99.98478908
4498,∆k,∞®,26,1,1005704,99.98488849
4499,∆q,™˜,27,1,1005705,99.98498791
4500,∆x,≥æ,28,1,1005706,99.98508733
4501,∆|,≥æ,29,1,1005707,99.98518675
4502,∆},≥æ,30,1,1005708,99.98528616
4503,…J,§I,03,1,1005709,99.98538558
4504,…i,§H,05,1,1005710,99.98548500
4505,…√,§Q,05,1,1005711,99.98558442
4506,…◊,§s,06,1,1005712,99.98568384
4507,( ^),§H,07,1,1005713,99.98578325
4508, _,§H,07,1,1005714,99.98588267
4509, ﬁ,§ﬂ,07,1,1005715,99.98598209
4510,Àl,•…,07,1,1005716,99.98608151
4511,Àœ,∆≈,08,1,1005717,99.98618092
4512,ÀÒ,…I,08,1,1005718,99.98628034
4513,Ã@,§g,08,1,1005719,99.98637976
4514,ÃX,∆À,08,1,1005720,99.98647918
4515,ÃÓ,§Ù,08,1,1005721,99.98657860
4516,ÃÒ,§Ù,08,1,1005722,99.98667801
4517,Ã˘,§Ù,08,1,1005723,99.98677743
4518,ÕR,§ı,08,1,1005724,99.98687685
4519,Õq,•–,08,1,1005725,99.98697627
4520,Õz,•€,08,1,1005726,99.98707568
4521,Õ˘,…D,09,1,1005727,99.98717510
4522,ŒA,§f,09,1,1005728,99.98727452
4523,Œ},§s,09,1,1005729,99.98737394
4524,Œ§,§s,09,1,1005730,99.98747336
4525,ŒÎ,§È,09,1,1005731,99.98757277
4526,œw,§Ù,09,1,1005732,99.98767219
4527,–`,¶◊,09,1,1005733,99.98777161
4528,–z, J,09,1,1005734,99.98787103
4529,–§, J,09,1,1005735,99.98797045
4530,–˘,§f,10,1,1005736,99.98806986
4531,—•,§ﬂ,10,1,1005737,99.98816928
4532,—“,§Ë,10,1,1005738,99.98826870
4533,—Í,§Ï,10,1,1005739,99.98836812
4534,”y, J,10,1,1005740,99.98846753
4535,”›,®•,10,1,1005741,99.98856695
4536,‘G,´A,10,1,1005742,99.98866637
4537,‘o,…C,11,1,1005743,99.98876579
4538,‘≥,§g,11,1,1005744,99.98886521
4539,’^,§ﬂ,11,1,1005745,99.98896462
4540,’t,§‚,11,1,1005746,99.98906404
4541,’z,§‚,11,1,1005747,99.98916346
4542,’Ÿ,§Ì,11,1,1005748,99.98926288
4543,÷L,§ı,11,1,1005749,99.98936229
4544,÷s,•…,11,1,1005750,99.98946171
4545,÷¥,•€,11,1,1005751,99.98956113
4546,÷ˆ,¶–,11,1,1005752,99.98966055
4547,◊o, J,11,1,1005753,99.98975997
4548,◊æ,¶Á,11,1,1005754,99.98985938
4549,◊Ÿ,®¨,11,1,1005755,99.98995880
4550,◊Ù,®ª,11,1,1005756,99.99005822
4551,◊˝,™˜,11,1,1005757,99.99015764
4552,ÿf,§f,12,1,1005758,99.99025705
4553,ÿj,§f,12,1,1005759,99.99035647
4554,ÿ¶,§g,12,1,1005760,99.99045589
4555,ÿÚ,§y,12,1,1005761,99.99055531
4556,Ÿ±,§Ï,12,1,1005762,99.99065473
4557,Ÿ«,§Ï,12,1,1005763,99.99075414
4558,⁄¢,•…,12,1,1005764,99.99085356
4559,⁄◊,•›,12,1,1005765,99.99095298
4560,⁄ﬁ,¶À,12,1,1005766,99.99105240
4561,€_, J,12,1,1005767,99.99115181
4562,‹M,∆÷,12,1,1005768,99.99125123
4563,‹º,§H,13,1,1005769,99.99135065
4564,‹“,§f,13,1,1005770,99.99145007
4565,‹›,§f,13,1,1005771,99.99154949
4566,›h,§ﬂ,13,1,1005772,99.99164890
4567,›¥,§‚,13,1,1005773,99.99174832
4568,›œ,§Ï,13,1,1005774,99.99184774
4569,›“,§Ï,13,1,1005775,99.99194716
4570,ﬁk,§ı,13,1,1005776,99.99204658
4571,ﬁ±,•…,13,1,1005777,99.99214599
4572,ﬁ’,•’,13,1,1005778,99.99224541
4573,ﬂ§,¶‡,13,1,1005779,99.99234483
